Estado de cuenta del comerciante

Tipo de informe,Envíos
Sucursal(es) buscada(s),Todas las sucursales
Búsqueda por fechas,19/03/2026 - 09/04/2026
Generados,09/04/2026 09:55:52 a. m.

Envíos

Número de establecimiento que envía,Fecha de la transacción,Cargos totales,Fecha de pago,Monto del pago,Monto del descuento,IVA,Número de factura del monto del resumen de los cargos
9351619110,23/3/2026,"MXN$ 1,335.29",26/3/2026,"MXN$ 1,318.25",(MXN$ 14.69),(MXN$ 2.35),935161911060324
9351619185,23/3/2026,MXN$ 949.80,26/3/2026,MXN$ 937.68,(MXN$ 10.45),(MXN$ 1.67),935161918560323
9351619185,23/3/2026,MXN$ 759.60,26/3/2026,MXN$ 749.90,(MXN$ 8.36),(MXN$ 1.34),935161918560324
9351619227,23/3/2026,MXN$ 100.00,26/3/2026,MXN$ 98.72,(MXN$ 1.10),(MXN$ 0.18),935161922760323
9351621314,23/3/2026,MXN$ 800.00,26/3/2026,MXN$ 789.79,(MXN$ 8.80),(MXN$ 1.41),935162131460323
9351621314,23/3/2026,MXN$ 818.65,26/3/2026,MXN$ 808.20,(MXN$ 9.01),(MXN$ 1.44),935162131460324
9351621322,23/3/2026,"MXN$ 1,000.00",26/3/2026,MXN$ 987.24,(MXN$ 11.00),(MXN$ 1.76),935162132260324
9353699482,24/3/2026,"MXN$ 2,785.48",26/3/2026,"MXN$ 2,749.94",(MXN$ 30.64),(MXN$ 4.90),935369948260324
7160841268,20/3/2026,"MXN$ 1,181.56",25/3/2026,"MXN$ 1,166.48",(MXN$ 13.00),(MXN$ 2.08),716084126860320
7160841268,21/3/2026,MXN$ 967.60,25/3/2026,MXN$ 955.26,(MXN$ 10.64),(MXN$ 1.70),716084126860321
7460282536,20/3/2026,"MXN$ 2,760.20",25/3/2026,"MXN$ 2,724.98",(MXN$ 30.36),(MXN$ 4.86),746028253660320
7460282536,21/3/2026,"MXN$ 4,646.30",25/3/2026,"MXN$ 4,587.01",(MXN$ 51.11),(MXN$ 8.18),746028253660321
7460282536,22/3/2026,"MXN$ 2,481.65",25/3/2026,"MXN$ 2,449.98",(MXN$ 27.30),(MXN$ 4.37),746028253660322
7460297294,21/3/2026,MXN$ 150.00,25/3/2026,MXN$ 148.09,(MXN$ 1.65),(MXN$ 0.26),000204
7460297294,22/3/2026,"MXN$ 1,728.53",25/3/2026,"MXN$ 1,706.48",(MXN$ 19.01),(MXN$ 3.04),000205
7460297294,20/3/2026,"MXN$ 3,518.53",25/3/2026,"MXN$ 3,473.64",(MXN$ 38.70),(MXN$ 6.19),746029729460320
7460297294,20/3/2026,"MXN$ 3,812.09",25/3/2026,"MXN$ 3,763.45",(MXN$ 41.93),(MXN$ 6.71),746029729460321
7460297294,21/3/2026,"MXN$ 13,129.08",25/3/2026,"MXN$ 12,961.55",(MXN$ 144.42),(MXN$ 23.11),746029729460321
7460297294,21/3/2026,MXN$ 479.80,25/3/2026,MXN$ 473.68,(MXN$ 5.28),(MXN$ 0.84),746029729460322
7460297294,22/3/2026,"MXN$ 5,295.02",25/3/2026,"MXN$ 5,227.45",(MXN$ 58.25),(MXN$ 9.32),746029729460322
7460297294,22/3/2026,"MXN$ 1,542.06",25/3/2026,"MXN$ 1,522.39",(MXN$ 16.96),(MXN$ 2.71),746029729460323
8130229545,20/3/2026,MXN$ 600.00,25/3/2026,MXN$ 592.34,(MXN$ 6.60),(MXN$ 1.06),813022954560320
8130229545,21/3/2026,MXN$ 500.00,25/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),813022954560321
8130229545,21/3/2026,"MXN$ 1,770.08",25/3/2026,"MXN$ 1,747.49",(MXN$ 19.47),(MXN$ 3.12),813022954560322
8265241414,20/3/2026,"MXN$ 1,500.10",25/3/2026,"MXN$ 1,480.96",(MXN$ 16.50),(MXN$ 2.64),826524141460320
8265241414,20/3/2026,"MXN$ 1,826.31",25/3/2026,"MXN$ 1,803.01",(MXN$ 20.09),(MXN$ 3.21),826524141460321
8265241414,22/3/2026,"MXN$ 1,479.91",25/3/2026,"MXN$ 1,461.03",(MXN$ 16.28),(MXN$ 2.60),826524141460322
8267599470,20/3/2026,MXN$ 500.00,25/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),826759947060320
8267599470,20/3/2026,MXN$ 449.80,25/3/2026,MXN$ 444.06,(MXN$ 4.95),(MXN$ 0.79),826759947060321
8267599470,21/3/2026,"MXN$ 1,902.98",25/3/2026,"MXN$ 1,878.70",(MXN$ 20.93),(MXN$ 3.35),826759947060321
8267599470,22/3/2026,"MXN$ 2,566.72",25/3/2026,"MXN$ 2,533.97",(MXN$ 28.23),(MXN$ 4.52),826759947060322
8483272829,20/3/2026,"MXN$ 3,115.80",25/3/2026,"MXN$ 3,076.05",(MXN$ 34.27),(MXN$ 5.48),848327282960320
8483272829,20/3/2026,MXN$ 645.70,25/3/2026,MXN$ 637.46,(MXN$ 7.10),(MXN$ 1.14),848327282960321
8483272829,21/3/2026,"MXN$ 3,593.17",25/3/2026,"MXN$ 3,547.33",(MXN$ 39.52),(MXN$ 6.32),848327282960321
8483272829,22/3/2026,"MXN$ 1,767.00",25/3/2026,"MXN$ 1,744.45",(MXN$ 19.44),(MXN$ 3.11),848327282960322
8488519166,20/3/2026,"MXN$ 1,912.06",25/3/2026,"MXN$ 1,887.66",(MXN$ 21.03),(MXN$ 3.37),848851916660320
8488519166,21/3/2026,"MXN$ 1,801.47",25/3/2026,"MXN$ 1,778.48",(MXN$ 19.82),(MXN$ 3.17),848851916660321
8488519166,22/3/2026,MXN$ 830.53,25/3/2026,MXN$ 819.93,(MXN$ 9.14),(MXN$ 1.46),848851916660322
8488519166,21/3/2026,"MXN$ 1,200.49",25/3/2026,"MXN$ 1,185.17",(MXN$ 13.21),(MXN$ 2.11),848851916660322
8488519166,22/3/2026,MXN$ 200.00,25/3/2026,MXN$ 197.45,(MXN$ 2.20),(MXN$ 0.35),848851916660323
9350041845,20/3/2026,"MXN$ 4,312.58",25/3/2026,"MXN$ 4,257.55",(MXN$ 47.44),(MXN$ 7.59),935004184560320
9350041845,20/3/2026,MXN$ 987.54,25/3/2026,MXN$ 974.94,(MXN$ 10.86),(MXN$ 1.74),935004184560321
9350041845,21/3/2026,"MXN$ 1,650.00",25/3/2026,"MXN$ 1,628.95",(MXN$ 18.15),(MXN$ 2.90),935004184560321
9350041845,21/3/2026,MXN$ 500.00,25/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),935004184560322
9350041845,22/3/2026,MXN$ 849.80,25/3/2026,MXN$ 838.95,(MXN$ 9.35),(MXN$ 1.50),935004184560322
9350041845,22/3/2026,"MXN$ 2,299.50",25/3/2026,"MXN$ 2,270.16",(MXN$ 25.29),(MXN$ 4.05),935004184560323
9350962107,20/3/2026,"MXN$ 12,069.52",25/3/2026,"MXN$ 11,915.52",(MXN$ 132.76),(MXN$ 21.24),935096210760320
9350962107,20/3/2026,"MXN$ 3,387.87",25/3/2026,"MXN$ 3,344.64",(MXN$ 37.27),(MXN$ 5.96),935096210760321
9350962107,21/3/2026,"MXN$ 5,734.81",25/3/2026,"MXN$ 5,661.64",(MXN$ 63.08),(MXN$ 10.09),935096210760321
9350962107,22/3/2026,"MXN$ 10,652.47",25/3/2026,"MXN$ 10,516.54",(MXN$ 117.18),(MXN$ 18.75),935096210760322
9351619052,20/3/2026,MXN$ 631.78,25/3/2026,MXN$ 623.72,(MXN$ 6.95),(MXN$ 1.11),935161905260320
9351619052,20/3/2026,"MXN$ 2,452.89",25/3/2026,"MXN$ 2,421.59",(MXN$ 26.98),(MXN$ 4.32),935161905260321
9351619052,21/3/2026,"MXN$ 1,805.17",25/3/2026,"MXN$ 1,782.13",(MXN$ 19.86),(MXN$ 3.18),935161905260321
9351619052,22/3/2026,MXN$ 552.65,25/3/2026,MXN$ 545.60,(MXN$ 6.08),(MXN$ 0.97),935161905260322
9351619060,21/3/2026,MXN$ 769.17,25/3/2026,MXN$ 759.36,(MXN$ 8.46),(MXN$ 1.35),935161906060321
9351619078,20/3/2026,MXN$ 569.70,25/3/2026,MXN$ 562.43,(MXN$ 6.27),(MXN$ 1.00),935161907860320
9351619078,20/3/2026,MXN$ 990.04,25/3/2026,MXN$ 977.41,(MXN$ 10.89),(MXN$ 1.74),935161907860321
9351619078,22/3/2026,MXN$ 569.70,25/3/2026,MXN$ 562.43,(MXN$ 6.27),(MXN$ 1.00),935161907860322
9351619086,20/3/2026,MXN$ 332.90,25/3/2026,MXN$ 328.65,(MXN$ 3.66),(MXN$ 0.59),935161908660320
9351619102,20/3/2026,MXN$ 493.74,25/3/2026,MXN$ 487.44,(MXN$ 5.43),(MXN$ 0.87),935161910260320
9351619102,22/3/2026,MXN$ 823.50,25/3/2026,MXN$ 812.99,(MXN$ 9.06),(MXN$ 1.45),935161910260322
9351619110,20/3/2026,"MXN$ 5,202.48",25/3/2026,"MXN$ 5,136.09",(MXN$ 57.23),(MXN$ 9.16),935161911060320
9351619110,20/3/2026,MXN$ 746.02,25/3/2026,MXN$ 736.50,(MXN$ 8.21),(MXN$ 1.31),935161911060321
9351619110,21/3/2026,"MXN$ 6,282.12",25/3/2026,"MXN$ 6,201.96",(MXN$ 69.10),(MXN$ 11.06),935161911060321
9351619110,21/3/2026,"MXN$ 3,121.42",25/3/2026,"MXN$ 3,081.59",(MXN$ 34.34),(MXN$ 5.49),935161911060322
9351619110,22/3/2026,"MXN$ 5,237.24",25/3/2026,"MXN$ 5,170.41",(MXN$ 57.61),(MXN$ 9.22),935161911060322
9351619169,20/3/2026,MXN$ 600.00,25/3/2026,MXN$ 592.34,(MXN$ 6.60),(MXN$ 1.06),935161916960320
9351619169,20/3/2026,MXN$ 861.50,25/3/2026,MXN$ 850.50,(MXN$ 9.48),(MXN$ 1.52),935161916960321
9351619169,22/3/2026,MXN$ 200.00,25/3/2026,MXN$ 197.45,(MXN$ 2.20),(MXN$ 0.35),935161916960323
9351619185,22/3/2026,MXN$ 500.00,25/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),935161918560322
9351619227,21/3/2026,MXN$ 150.00,25/3/2026,MXN$ 148.09,(MXN$ 1.65),(MXN$ 0.26),935161922760321
9351619227,20/3/2026,MXN$ 150.00,25/3/2026,MXN$ 148.09,(MXN$ 1.65),(MXN$ 0.26),935161922760321
9351619227,21/3/2026,MXN$ 500.00,25/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),935161922760322
9351619250,21/3/2026,MXN$ 500.00,25/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),935161925060321
9351619284,20/3/2026,MXN$ 500.00,25/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),935161928460321
9351619284,21/3/2026,MXN$ 379.80,25/3/2026,MXN$ 374.95,(MXN$ 4.18),(MXN$ 0.67),935161928460321
9351621314,20/3/2026,"MXN$ 1,250.00",25/3/2026,"MXN$ 1,234.05",(MXN$ 13.75),(MXN$ 2.20),935162131460320
9351621314,21/3/2026,"MXN$ 1,719.71",25/3/2026,"MXN$ 1,697.76",(MXN$ 18.92),(MXN$ 3.03),935162131460321
9351621314,22/3/2026,"MXN$ 1,251.63",25/3/2026,"MXN$ 1,235.66",(MXN$ 13.77),(MXN$ 2.20),935162131460322
9351621322,21/3/2026,"MXN$ 1,574.22",25/3/2026,"MXN$ 1,554.13",(MXN$ 17.32),(MXN$ 2.77),935162132260321
9351621322,22/3/2026,MXN$ 379.80,25/3/2026,MXN$ 374.95,(MXN$ 4.18),(MXN$ 0.67),935162132260323
9353699482,23/3/2026,MXN$ 707.70,25/3/2026,MXN$ 698.67,(MXN$ 7.78),(MXN$ 1.25),935369948260323
7460282536,19/3/2026,"MXN$ 2,740.19",24/3/2026,"MXN$ 2,705.23",(MXN$ 30.14),(MXN$ 4.82),746028253660319
7460282536,19/3/2026,"MXN$ 2,192.70",24/3/2026,"MXN$ 2,164.72",(MXN$ 24.12),(MXN$ 3.86),746028253660320
7460297294,19/3/2026,"MXN$ 7,656.03",24/3/2026,"MXN$ 7,558.34",(MXN$ 84.22),(MXN$ 13.47),746029729460319
7460297294,19/3/2026,MXN$ 724.57,24/3/2026,MXN$ 715.32,(MXN$ 7.97),(MXN$ 1.28),746029729460320
8130229545,19/3/2026,MXN$ 521.31,24/3/2026,MXN$ 514.66,(MXN$ 5.73),(MXN$ 0.92),813022954560319
8265241414,19/3/2026,MXN$ 99.99,24/3/2026,MXN$ 98.71,(MXN$ 1.10),(MXN$ 0.18),826524141460319
8267599470,19/3/2026,"MXN$ 2,059.60",24/3/2026,"MXN$ 2,033.32",(MXN$ 22.66),(MXN$ 3.62),826759947060319
8483272829,19/3/2026,"MXN$ 1,553.99",24/3/2026,"MXN$ 1,534.16",(MXN$ 17.09),(MXN$ 2.74),848327282960319
8483272829,19/3/2026,MXN$ 854.55,24/3/2026,MXN$ 843.65,(MXN$ 9.40),(MXN$ 1.50),848327282960320
8488519166,19/3/2026,MXN$ 650.03,24/3/2026,MXN$ 641.74,(MXN$ 7.15),(MXN$ 1.14),848851916660320
9350041845,19/3/2026,"MXN$ 2,477.21",24/3/2026,"MXN$ 2,445.60",(MXN$ 27.25),(MXN$ 4.36),935004184560319
9350962107,19/3/2026,MXN$ 713.70,24/3/2026,MXN$ 704.59,(MXN$ 7.85),(MXN$ 1.26),000009
9350962107,19/3/2026,"MXN$ 7,810.24",24/3/2026,"MXN$ 7,710.58",(MXN$ 85.91),(MXN$ 13.75),935096210760319
9350962107,19/3/2026,MXN$ 549.80,24/3/2026,MXN$ 542.78,(MXN$ 6.05),(MXN$ 0.97),935096210760320
9351619052,19/3/2026,"MXN$ 1,159.70",24/3/2026,"MXN$ 1,144.90",(MXN$ 12.76),(MXN$ 2.04),935161905260319
9351619060,19/3/2026,MXN$ 600.00,24/3/2026,MXN$ 592.34,(MXN$ 6.60),(MXN$ 1.06),935161906060319
9351619060,19/3/2026,MXN$ 700.00,24/3/2026,MXN$ 691.07,(MXN$ 7.70),(MXN$ 1.23),935161906060320
9351619078,19/3/2026,"MXN$ 1,136.82",24/3/2026,"MXN$ 1,122.31",(MXN$ 12.51),(MXN$ 2.00),935161907860319
9351619102,19/3/2026,MXN$ 450.00,24/3/2026,MXN$ 444.26,(MXN$ 4.95),(MXN$ 0.79),935161910260319
9351619110,19/3/2026,"MXN$ 6,181.80",24/3/2026,"MXN$ 6,102.92",(MXN$ 68.00),(MXN$ 10.88),935161911060319
9351619185,19/3/2026,MXN$ 961.75,24/3/2026,MXN$ 949.48,(MXN$ 10.58),(MXN$ 1.69),935161918560319
9351619227,19/3/2026,MXN$ 100.00,24/3/2026,MXN$ 98.72,(MXN$ 1.10),(MXN$ 0.18),935161922760319
9351619250,19/3/2026,MXN$ 811.04,24/3/2026,MXN$ 800.69,(MXN$ 8.92),(MXN$ 1.43),935161925060319
9351621322,19/3/2026,MXN$ 720.37,24/3/2026,MXN$ 711.18,(MXN$ 7.92),(MXN$ 1.27),935162132260319
9353699482,20/3/2026,MXN$ 707.70,24/3/2026,MXN$ 698.67,(MXN$ 7.78),(MXN$ 1.25),935369948260320
9353699482,21/3/2026,MXN$ 200.00,24/3/2026,MXN$ 197.45,(MXN$ 2.20),(MXN$ 0.35),935369948260321
9353699482,22/3/2026,"MXN$ 1,941.87",24/3/2026,"MXN$ 1,917.09",(MXN$ 21.36),(MXN$ 3.42),935369948260322
9353699482,19/3/2026,MXN$ 549.80,23/3/2026,MXN$ 542.78,(MXN$ 6.05),(MXN$ 0.97),935369948260319

